chrom	start	stop	cn	type	midpoint	win_stop	species
chrref|NC_001133|	9500	9750	6.21414	gains	9625.0	9750	Jean-Talon
chrref|NC_001133|	9750	10000	6.61247	gains	9875.0	10000	Jean-Talon
chrref|NC_001133|	10000	10250	6.29156	gains	10125.0	10250	Jean-Talon
chrref|NC_001133|	10250	10500	5.91752	gains	10375.0	10500	Jean-Talon
chrref|NC_001133|	10500	10750	5.40414	gains	10625.0	10750	Jean-Talon
chrref|NC_001133|	10750	11000	8.34254	gains	10875.0	11000	Jean-Talon
chrref|NC_001133|	11000	11250	6.9107	gains	11125.0	11250	Jean-Talon
chrref|NC_001133|	11250	11500	7.33068	gains	11375.0	11500	Jean-Talon
chrref|NC_001133|	11500	11750	5.69085	gains	11625.0	11750	Jean-Talon
chrref|NC_001133|	11750	12000	2.26371	losses	11875.0	12000	Jean-Talon
chrref|NC_001133|	12000	12250	0.409909	losses	12125.0	12250	Jean-Talon
chrref|NC_001133|	12250	12500	2.76332	losses	12375.0	12500	Jean-Talon
chrref|NC_001133|	12500	12750	2.40899	losses	12625.0	12750	Jean-Talon
chrref|NC_001133|	12750	13000	1.30807	losses	12875.0	13000	Jean-Talon
chrref|NC_001133|	13000	13250	0.61923	losses	13125.0	13250	Jean-Talon
chrref|NC_001133|	13250	13500	0.311526	losses	13375.0	13500	Jean-Talon
chrref|NC_001133|	13500	13750	0.152288	losses	13625.0	13750	Jean-Talon
chrref|NC_001133|	13750	14000	0.0589743	losses	13875.0	14000	Jean-Talon
chrref|NC_001133|	14000	14250	0	losses	14125.0	14250	Jean-Talon
chrref|NC_001133|	14250	14500	0	losses	14375.0	14500	Jean-Talon
chrref|NC_001133|	14500	14750	0	losses	14625.0	14750	Jean-Talon
chrref|NC_001133|	14750	15000	0	losses	14875.0	15000	Jean-Talon
chrref|NC_001133|	15000	15250	0	losses	15125.0	15250	Jean-Talon
chrref|NC_001133|	15250	15500	0	losses	15375.0	15500	Jean-Talon
chrref|NC_001133|	15500	15750	0.0587558	losses	15625.0	15750	Jean-Talon
chrref|NC_001133|	15750	16000	0	losses	15875.0	16000	Jean-Talon
chrref|NC_001133|	16000	16250	0.0287674	losses	16125.0	16250	Jean-Talon
chrref|NC_001133|	16250	16500	0.0288526	losses	16375.0	16500	Jean-Talon
chrref|NC_001133|	16500	16750	0	losses	16625.0	16750	Jean-Talon
chrref|NC_001133|	16750	17000	0	losses	16875.0	17000	Jean-Talon
chrref|NC_001133|	17000	17250	0	losses	17125.0	17250	Jean-Talon
chrref|NC_001133|	17250	17500	0	losses	17375.0	17500	Jean-Talon
chrref|NC_001133|	17500	17750	0	losses	17625.0	17750	Jean-Talon
chrref|NC_001133|	17750	18000	0.172719	losses	17875.0	18000	Jean-Talon
chrref|NC_001133|	18000	18250	0.318707	losses	18125.0	18250	Jean-Talon
chrref|NC_001133|	18250	18500	0.0287674	losses	18375.0	18500	Jean-Talon
chrref|NC_001133|	18500	18750	0.0863075	losses	18625.0	18750	Jean-Talon
chrref|NC_001133|	18750	19000	0	losses	18875.0	19000	Jean-Talon
chrref|NC_001133|	19000	19250	0	losses	19125.0	19250	Jean-Talon
chrref|NC_001133|	19250	19500	0	losses	19375.0	19500	Jean-Talon
chrref|NC_001133|	19500	19750	0.0296042	losses	19625.0	19750	Jean-Talon
chrref|NC_001133|	19750	20000	0.0288999	losses	19875.0	20000	Jean-Talon
chrref|NC_001133|	20000	20250	0	losses	20125.0	20250	Jean-Talon
chrref|NC_001133|	20250	20500	0.172615	losses	20375.0	20500	Jean-Talon
chrref|NC_001133|	20500	20750	0.0866998	losses	20625.0	20750	Jean-Talon
chrref|NC_001133|	20750	21000	0.0899998	losses	20875.0	21000	Jean-Talon
chrref|NC_001133|	21000	21250	0.0577998	losses	21125.0	21250	Jean-Talon
chrref|NC_001133|	21250	21500	0	losses	21375.0	21500	Jean-Talon
chrref|NC_001133|	21500	21750	0	losses	21625.0	21750	Jean-Talon
chrref|NC_001133|	21750	22000	0.0287836	losses	21875.0	22000	Jean-Talon
chrref|NC_001133|	22000	22250	0.0872984	losses	22125.0	22250	Jean-Talon
chrref|NC_001133|	22250	22500	0	losses	22375.0	22500	Jean-Talon
chrref|NC_001133|	22500	22750	0	losses	22625.0	22750	Jean-Talon
chrref|NC_001133|	22750	23000	0	losses	22875.0	23000	Jean-Talon
chrref|NC_001133|	23000	23250	0	losses	23125.0	23250	Jean-Talon
chrref|NC_001133|	23250	23500	0	losses	23375.0	23500	Jean-Talon
chrref|NC_001133|	23500	23750	0.0317716	losses	23625.0	23750	Jean-Talon
chrref|NC_001133|	23750	24000	0.16076	losses	23875.0	24000	Jean-Talon
chrref|NC_001133|	24000	24250	0.835422	losses	24125.0	24250	Jean-Talon
chrref|NC_001133|	24250	24500	0.766267	losses	24375.0	24500	Jean-Talon
chrref|NC_001133|	24500	24750	4.51449	losses	24625.0	24750	Jean-Talon
chrref|NC_001133|	24750	25000	1.41892	losses	24875.0	25000	Jean-Talon
chrref|NC_001133|	25000	25250	1.02496	losses	25125.0	25250	Jean-Talon
chrref|NC_001133|	25250	25500	1.59239	losses	25375.0	25500	Jean-Talon
chrref|NC_001133|	25500	25750	0.975141	losses	25625.0	25750	Jean-Talon
chrref|NC_001133|	25750	26000	0.29485	losses	25875.0	26000	Jean-Talon
chrref|NC_001133|	26000	26250	1.27711	losses	26125.0	26250	Jean-Talon
chrref|NC_001133|	26250	26500	0.262089	losses	26375.0	26500	Jean-Talon
chrref|NC_001133|	26500	26750	1.10666	losses	26625.0	26750	Jean-Talon
chrref|NC_001133|	26750	27000	2.11261	neutral	26875.0	27000	Jean-Talon
chrref|NC_001133|	27000	27250	4.36137	neutral	27125.0	27250	Jean-Talon
chrref|NC_001133|	27250	27500	1.68224	neutral	27375.0	27500	Jean-Talon
chrref|NC_001133|	27500	27750	1.84411	neutral	27625.0	27750	Jean-Talon
chrref|NC_001133|	27750	28000	5.35764	neutral	27875.0	28000	Jean-Talon
chrref|NC_001133|	28000	28250	3.65247	neutral	28125.0	28250	Jean-Talon
chrref|NC_001133|	28250	28500	4.47949	neutral	28375.0	28500	Jean-Talon
chrref|NC_001133|	28500	28750	3.74555	neutral	28625.0	28750	Jean-Talon
chrref|NC_001133|	28750	29000	4.28999	neutral	28875.0	29000	Jean-Talon
chrref|NC_001133|	29000	29250	4.0562	neutral	29125.0	29250	Jean-Talon
chrref|NC_001133|	29250	29500	4.34359	neutral	29375.0	29500	Jean-Talon
chrref|NC_001133|	29500	29750	4.43085	neutral	29625.0	29750	Jean-Talon
chrref|NC_001133|	29750	30000	4.25784	neutral	29875.0	30000	Jean-Talon
chrref|NC_001133|	30000	30250	3.49766	neutral	30125.0	30250	Jean-Talon
chrref|NC_001133|	30250	30500	3.21022	neutral	30375.0	30500	Jean-Talon
chrref|NC_001133|	30500	30750	2.56788	neutral	30625.0	30750	Jean-Talon
chrref|NC_001133|	30750	31000	2.88731	neutral	30875.0	31000	Jean-Talon
chrref|NC_001133|	31000	31250	3.71621	neutral	31125.0	31250	Jean-Talon
chrref|NC_001133|	31250	31500	3.83198	neutral	31375.0	31500	Jean-Talon
chrref|NC_001133|	31500	31750	3.07653	neutral	31625.0	31750	Jean-Talon
chrref|NC_001133|	31750	32000	2.35659	neutral	31875.0	32000	Jean-Talon
chrref|NC_001133|	32000	32250	3.08811	neutral	32125.0	32250	Jean-Talon
chrref|NC_001133|	32250	32500	2.9485	neutral	32375.0	32500	Jean-Talon
chrref|NC_001133|	32500	32750	3.83381	neutral	32625.0	32750	Jean-Talon
chrref|NC_001133|	32750	33000	2.99549	neutral	32875.0	33000	Jean-Talon
chrref|NC_001133|	33000	33250	4.02618	neutral	33125.0	33250	Jean-Talon
chrref|NC_001133|	33250	33500	3.99832	neutral	33375.0	33500	Jean-Talon
chrref|NC_001133|	33500	33750	2.89503	neutral	33625.0	33750	Jean-Talon
chrref|NC_001133|	33750	34000	2.96315	neutral	33875.0	34000	Jean-Talon
chrref|NC_001133|	34000	34250	3.58532	neutral	34125.0	34250	Jean-Talon
chrref|NC_001133|	34250	34500	4.15061	neutral	34375.0	34500	Jean-Talon
chrref|NC_001133|	34500	34750	2.80374	neutral	34625.0	34750	Jean-Talon
chrref|NC_001133|	34750	35000	3.12564	neutral	34875.0	35000	Jean-Talon
chrref|NC_001133|	35000	35250	11.9736	gains	35125.0	35250	Jean-Talon
chrref|NC_001133|	35250	35500	3.32893	losses	35375.0	35500	Jean-Talon
chrref|NC_001133|	35500	35750	3.56661	losses	35625.0	35750	Jean-Talon
chrref|NC_001133|	35750	36000	4.04312	losses	35875.0	36000	Jean-Talon
chrref|NC_001133|	36000	36250	3.64546	losses	36125.0	36250	Jean-Talon
chrref|NC_001133|	36250	36500	3.02704	losses	36375.0	36500	Jean-Talon
chrref|NC_001133|	36500	36750	3.63537	losses	36625.0	36750	Jean-Talon
chrref|NC_001133|	36750	37000	2.84999	losses	36875.0	37000	Jean-Talon
chrref|NC_001133|	37000	37250	2.64117	losses	37125.0	37250	Jean-Talon
chrref|NC_001133|	37250	37500	3.17335	losses	37375.0	37500	Jean-Talon
chrref|NC_001133|	37500	37750	3.42679	losses	37625.0	37750	Jean-Talon
chrref|NC_001133|	37750	38000	3.16765	losses	37875.0	38000	Jean-Talon
chrref|NC_001133|	38000	38250	3.48393	losses	38125.0	38250	Jean-Talon
chrref|NC_001133|	38250	38500	3.28106	losses	38375.0	38500	Jean-Talon
chrref|NC_001133|	38500	38750	3.19547	losses	38625.0	38750	Jean-Talon
chrref|NC_001133|	38750	39000	2.67907	losses	38875.0	39000	Jean-Talon
chrref|NC_001133|	39000	39250	3.68992	losses	39125.0	39250	Jean-Talon
chrref|NC_001133|	39250	39500	3.05999	losses	39375.0	39500	Jean-Talon
chrref|NC_001133|	39500	39750	3.25067	losses	39625.0	39750	Jean-Talon
chrref|NC_001133|	39750	40000	3.63543	losses	39875.0	40000	Jean-Talon
chrref|NC_001133|	40000	40250	3.40413	losses	40125.0	40250	Jean-Talon
chrref|NC_001133|	40250	40500	2.87336	losses	40375.0	40500	Jean-Talon
chrref|NC_001133|	40500	40750	3.75699	losses	40625.0	40750	Jean-Talon
chrref|NC_001133|	40750	41000	4.1647	losses	40875.0	41000	Jean-Talon
chrref|NC_001133|	41000	41250	3.28288	losses	41125.0	41250	Jean-Talon
chrref|NC_001133|	41250	41500	4.47727	losses	41375.0	41500	Jean-Talon
chrref|NC_001133|	41500	41750	3.57923	losses	41625.0	41750	Jean-Talon
chrref|NC_001133|	41750	42000	2.4287	losses	41875.0	42000	Jean-Talon
chrref|NC_001133|	42000	42250	3.34606	losses	42125.0	42250	Jean-Talon
chrref|NC_001133|	42250	42500	2.69685	losses	42375.0	42500	Jean-Talon
chrref|NC_001133|	42500	42750	3.53124	losses	42625.0	42750	Jean-Talon
chrref|NC_001133|	42750	43000	3.40582	losses	42875.0	43000	Jean-Talon
chrref|NC_001133|	43000	43250	3.44892	losses	43125.0	43250	Jean-Talon
chrref|NC_001133|	43250	43500	2.79203	losses	43375.0	43500	Jean-Talon
chrref|NC_001133|	43500	43750	2.85972	losses	43625.0	43750	Jean-Talon
chrref|NC_001133|	43750	44000	2.98701	losses	43875.0	44000	Jean-Talon
chrref|NC_001133|	44000	44250	3.8082	losses	44125.0	44250	Jean-Talon
chrref|NC_001133|	44250	44500	2.5388	losses	44375.0	44500	Jean-Talon
chrref|NC_001133|	44500	44750	2.90089	losses	44625.0	44750	Jean-Talon
chrref|NC_001133|	44750	45000	3.01403	losses	44875.0	45000	Jean-Talon
chrref|NC_001133|	45000	45250	3.55344	losses	45125.0	45250	Jean-Talon
chrref|NC_001133|	45250	45500	2.7117	losses	45375.0	45500	Jean-Talon
chrref|NC_001133|	45500	45750	3.68695	losses	45625.0	45750	Jean-Talon
chrref|NC_001133|	45750	46000	3.30872	losses	45875.0	46000	Jean-Talon
chrref|NC_001133|	46000	46250	3.22851	losses	46125.0	46250	Jean-Talon
chrref|NC_001133|	46250	46500	4.42769	losses	46375.0	46500	Jean-Talon
chrref|NC_001133|	46500	46750	3.15315	losses	46625.0	46750	Jean-Talon
chrref|NC_001133|	46750	47000	3.74585	losses	46875.0	47000	Jean-Talon
chrref|NC_001133|	47000	47250	4.46544	losses	47125.0	47250	Jean-Talon
chrref|NC_001133|	47250	47500	3.04051	losses	47375.0	47500	Jean-Talon
chrref|NC_001133|	47500	47750	4.22776	losses	47625.0	47750	Jean-Talon
chrref|NC_001133|	47750	48000	3.32349	losses	47875.0	48000	Jean-Talon
chrref|NC_001133|	48000	48250	3.38507	losses	48125.0	48250	Jean-Talon
chrref|NC_001133|	48250	48500	3.05107	losses	48375.0	48500	Jean-Talon
chrref|NC_001133|	48500	48750	3.39913	losses	48625.0	48750	Jean-Talon
chrref|NC_001133|	48750	49000	3.83333	losses	48875.0	49000	Jean-Talon
chrref|NC_001133|	49000	49250	3.42276	losses	49125.0	49250	Jean-Talon
chrref|NC_001133|	49250	49500	3.68822	losses	49375.0	49500	Jean-Talon
chrref|NC_001133|	49500	49750	2.79866	losses	49625.0	49750	Jean-Talon
chrref|NC_001133|	49750	50000	3.45749	losses	49875.0	50000	Jean-Talon
chrref|NC_001133|	50000	50250	3.36314	losses	50125.0	50250	Jean-Talon
chrref|NC_001133|	50250	50500	3.42353	losses	50375.0	50500	Jean-Talon
chrref|NC_001133|	50500	50750	3.26215	losses	50625.0	50750	Jean-Talon
chrref|NC_001133|	50750	51000	3.13564	losses	50875.0	51000	Jean-Talon
chrref|NC_001133|	51000	51250	3.69919	losses	51125.0	51250	Jean-Talon
chrref|NC_001133|	51250	51500	2.86386	losses	51375.0	51500	Jean-Talon
chrref|NC_001133|	51500	51750	2.87692	losses	51625.0	51750	Jean-Talon
chrref|NC_001133|	51750	52000	4.33499	losses	51875.0	52000	Jean-Talon
chrref|NC_001133|	52000	52250	2.86302	losses	52125.0	52250	Jean-Talon
chrref|NC_001133|	52250	52500	4.23166	losses	52375.0	52500	Jean-Talon
chrref|NC_001133|	52500	52750	3.14999	losses	52625.0	52750	Jean-Talon
chrref|NC_001133|	52750	53000	2.82107	losses	52875.0	53000	Jean-Talon
chrref|NC_001133|	53000	53250	3.93736	losses	53125.0	53250	Jean-Talon
chrref|NC_001133|	53250	53500	2.78999	losses	53375.0	53500	Jean-Talon
chrref|NC_001133|	53500	53750	4.0648	losses	53625.0	53750	Jean-Talon
chrref|NC_001133|	53750	54000	3.19511	losses	53875.0	54000	Jean-Talon
chrref|NC_001133|	54000	54250	2.87674	losses	54125.0	54250	Jean-Talon
chrref|NC_001133|	54250	54500	3.90923	losses	54375.0	54500	Jean-Talon
chrref|NC_001133|	54500	54750	3.15105	losses	54625.0	54750	Jean-Talon
chrref|NC_001133|	54750	55000	3.11524	losses	54875.0	55000	Jean-Talon
chrref|NC_001133|	55000	55250	3.10844	losses	55125.0	55250	Jean-Talon
chrref|NC_001133|	55250	55500	4.4004	losses	55375.0	55500	Jean-Talon
chrref|NC_001133|	55500	55750	3.60542	losses	55625.0	55750	Jean-Talon
chrref|NC_001133|	55750	56000	4.15728	losses	55875.0	56000	Jean-Talon
chrref|NC_001133|	56000	56250	3.06016	losses	56125.0	56250	Jean-Talon
chrref|NC_001133|	56250	56500	2.9826	losses	56375.0	56500	Jean-Talon
chrref|NC_001133|	56500	56750	3.16765	losses	56625.0	56750	Jean-Talon
chrref|NC_001133|	56750	57000	2.50292	losses	56875.0	57000	Jean-Talon
chrref|NC_001133|	57000	57250	3.37382	losses	57125.0	57250	Jean-Talon
chrref|NC_001133|	57250	57500	2.71073	losses	57375.0	57500	Jean-Talon
chrref|NC_001133|	57500	57750	3.49259	losses	57625.0	57750	Jean-Talon
chrref|NC_001133|	57750	58000	2.86109	losses	57875.0	58000	Jean-Talon
chrref|NC_001133|	58000	58250	2.54805	losses	58125.0	58250	Jean-Talon
chrref|NC_001133|	58250	58500	3.40595	losses	58375.0	58500	Jean-Talon
chrref|NC_001133|	58500	58750	2.7909	losses	58625.0	58750	Jean-Talon
chrref|NC_001133|	58750	59000	2.24921	losses	58875.0	59000	Jean-Talon
chrref|NC_001133|	59000	59250	4.21531	losses	59125.0	59250	Jean-Talon
chrref|NC_001133|	59250	59500	3.48013	losses	59375.0	59500	Jean-Talon
chrref|NC_001133|	59500	59750	3.53448	losses	59625.0	59750	Jean-Talon
chrref|NC_001133|	59750	60000	3.15315	losses	59875.0	60000	Jean-Talon
chrref|NC_001133|	60000	60250	2.32124	losses	60125.0	60250	Jean-Talon
chrref|NC_001133|	60250	60500	2.69685	losses	60375.0	60500	Jean-Talon
chrref|NC_001133|	60500	60750	3.27612	losses	60625.0	60750	Jean-Talon
chrref|NC_001133|	60750	61000	3.42791	losses	60875.0	61000	Jean-Talon
chrref|NC_001133|	61000	61250	2.75319	losses	61125.0	61250	Jean-Talon
chrref|NC_001133|	61250	61500	3.4617	losses	61375.0	61500	Jean-Talon
chrref|NC_001133|	61500	61750	3.76973	losses	61625.0	61750	Jean-Talon
chrref|NC_001133|	61750	62000	3.02703	losses	61875.0	62000	Jean-Talon
chrref|NC_001133|	62000	62250	2.6885	losses	62125.0	62250	Jean-Talon
chrref|NC_001133|	62250	62500	3.4851	losses	62375.0	62500	Jean-Talon
chrref|NC_001133|	62500	62750	2.8984	losses	62625.0	62750	Jean-Talon
chrref|NC_001133|	62750	63000	3.42658	losses	62875.0	63000	Jean-Talon
chrref|NC_001133|	63000	63250	3.54781	losses	63125.0	63250	Jean-Talon
chrref|NC_001133|	63250	63500	3.27899	losses	63375.0	63500	Jean-Talon
chrref|NC_001133|	63500	63750	4.15769	losses	63625.0	63750	Jean-Talon
chrref|NC_001133|	63750	64000	3.57297	losses	63875.0	64000	Jean-Talon
chrref|NC_001133|	64000	64250	3.56952	losses	64125.0	64250	Jean-Talon
chrref|NC_001133|	64250	64500	3.88919	losses	64375.0	64500	Jean-Talon
chrref|NC_001133|	64500	64750	4.31463	losses	64625.0	64750	Jean-Talon
chrref|NC_001133|	64750	65000	3.99819	losses	64875.0	65000	Jean-Talon
chrref|NC_001133|	65000	65250	2.76323	losses	65125.0	65250	Jean-Talon
chrref|NC_001133|	65250	65500	3.4768	losses	65375.0	65500	Jean-Talon
chrref|NC_001133|	65500	65750	4.58324	losses	65625.0	65750	Jean-Talon
chrref|NC_001133|	65750	66000	2.82028	losses	65875.0	66000	Jean-Talon
chrref|NC_001133|	66000	66250	2.77145	losses	66125.0	66250	Jean-Talon
chrref|NC_001133|	66250	66500	3.85701	losses	66375.0	66500	Jean-Talon
chrref|NC_001133|	66500	66750	3.72193	losses	66625.0	66750	Jean-Talon
chrref|NC_001133|	66750	67000	4.15065	losses	66875.0	67000	Jean-Talon
chrref|NC_001133|	67000	67250	3.81762	losses	67125.0	67250	Jean-Talon
chrref|NC_001133|	67250	67500	4.35723	losses	67375.0	67500	Jean-Talon
chrref|NC_001133|	67500	67750	4.263	losses	67625.0	67750	Jean-Talon
chrref|NC_001133|	67750	68000	3.73915	losses	67875.0	68000	Jean-Talon
chrref|NC_001133|	68000	68250	3.87822	losses	68125.0	68250	Jean-Talon
chrref|NC_001133|	68250	68500	3.02703	losses	68375.0	68500	Jean-Talon
chrref|NC_001133|	68500	68750	3.19278	losses	68625.0	68750	Jean-Talon
chrref|NC_001133|	68750	69000	2.78916	losses	68875.0	69000	Jean-Talon
chrref|NC_001133|	69000	69250	3.83381	losses	69125.0	69250	Jean-Talon
chrref|NC_001133|	69250	69500	3.83732	losses	69375.0	69500	Jean-Talon
chrref|NC_001133|	69500	69750	2.6466	losses	69625.0	69750	Jean-Talon
chrref|NC_001133|	69750	70000	3.06947	losses	69875.0	70000	Jean-Talon
chrref|NC_001133|	70000	70250	4.08538	losses	70125.0	70250	Jean-Talon
chrref|NC_001133|	70250	70500	2.67553	losses	70375.0	70500	Jean-Talon
chrref|NC_001133|	70500	70750	3.81203	losses	70625.0	70750	Jean-Talon
chrref|NC_001133|	70750	71000	3.07985	losses	70875.0	71000	Jean-Talon
chrref|NC_001133|	71000	71250	3.91822	losses	71125.0	71250	Jean-Talon
chrref|NC_001133|	71250	71500	3.87815	losses	71375.0	71500	Jean-Talon
chrref|NC_001133|	71500	71750	3.93997	losses	71625.0	71750	Jean-Talon
chrref|NC_001133|	71750	72000	3.25483	losses	71875.0	72000	Jean-Talon
chrref|NC_001133|	72000	72250	4.78917	losses	72125.0	72250	Jean-Talon
chrref|NC_001133|	72250	72500	2.81347	losses	72375.0	72500	Jean-Talon
chrref|NC_001133|	72500	72750	3.11526	losses	72625.0	72750	Jean-Talon
chrref|NC_001133|	72750	73000	2.5363	losses	72875.0	73000	Jean-Talon
chrref|NC_001133|	73000	73250	2.2988	losses	73125.0	73250	Jean-Talon
chrref|NC_001133|	73250	73500	3.08143	losses	73375.0	73500	Jean-Talon
chrref|NC_001133|	73500	73750	2.35854	losses	73625.0	73750	Jean-Talon
chrref|NC_001133|	73750	74000	3.34218	losses	73875.0	74000	Jean-Talon
chrref|NC_001133|	74000	74250	3.56952	losses	74125.0	74250	Jean-Talon
chrref|NC_001133|	74250	74500	2.99002	losses	74375.0	74500	Jean-Talon
chrref|NC_001133|	74500	74750	2.57556	losses	74625.0	74750	Jean-Talon
chrref|NC_001133|	74750	75000	3.62167	losses	74875.0	75000	Jean-Talon
chrref|NC_001133|	75000	75250	2.53899	losses	75125.0	75250	Jean-Talon
chrref|NC_001133|	75250	75500	3.0918	losses	75375.0	75500	Jean-Talon
chrref|NC_001133|	75500	75750	3.17999	losses	75625.0	75750	Jean-Talon
chrref|NC_001133|	75750	76000	2.65642	losses	75875.0	76000	Jean-Talon
chrref|NC_001133|	76000	76250	3.57272	losses	76125.0	76250	Jean-Talon
chrref|NC_001133|	76250	76500	3.61751	losses	76375.0	76500	Jean-Talon
chrref|NC_001133|	76500	76750	4.92702	neutral	76625.0	76750	Jean-Talon
chrref|NC_001133|	76750	77000	4.1647	neutral	76875.0	77000	Jean-Talon
chrref|NC_001133|	77000	77250	4.42959	neutral	77125.0	77250	Jean-Talon
chrref|NC_001133|	77250	77500	3.56354	neutral	77375.0	77500	Jean-Talon
chrref|NC_001133|	77500	77750	4.11909	neutral	77625.0	77750	Jean-Talon
chrref|NC_001133|	77750	78000	4.76849	neutral	77875.0	78000	Jean-Talon
chrref|NC_001133|	78000	78250	4.42169	neutral	78125.0	78250	Jean-Talon
chrref|NC_001133|	78250	78500	4.49482	neutral	78375.0	78500	Jean-Talon
chrref|NC_001133|	78500	78750	4.09559	neutral	78625.0	78750	Jean-Talon
chrref|NC_001133|	78750	79000	3.86017	neutral	78875.0	79000	Jean-Talon
chrref|NC_001133|	79000	79250	3.08999	neutral	79125.0	79250	Jean-Talon
chrref|NC_001133|	79250	79500	4.81607	neutral	79375.0	79500	Jean-Talon
chrref|NC_001133|	79500	79750	4.23011	neutral	79625.0	79750	Jean-Talon
chrref|NC_001133|	79750	80000	3.92308	neutral	79875.0	80000	Jean-Talon
chrref|NC_001133|	80000	80250	3.48652	neutral	80125.0	80250	Jean-Talon
chrref|NC_001133|	80250	80500	4.04482	neutral	80375.0	80500	Jean-Talon
chrref|NC_001133|	80500	80750	3.14493	neutral	80625.0	80750	Jean-Talon
chrref|NC_001133|	80750	81000	2.78923	neutral	80875.0	81000	Jean-Talon
chrref|NC_001133|	81000	81250	3.4054	neutral	81125.0	81250	Jean-Talon
chrref|NC_001133|	81250	81500	3.33008	neutral	81375.0	81500	Jean-Talon
chrref|NC_001133|	81500	81750	3.97558	neutral	81625.0	81750	Jean-Talon
chrref|NC_001133|	81750	82000	3.48107	neutral	81875.0	82000	Jean-Talon
chrref|NC_001133|	82000	82250	3.30726	neutral	82125.0	82250	Jean-Talon
chrref|NC_001133|	82250	82500	3.87077	neutral	82375.0	82500	Jean-Talon
chrref|NC_001133|	82500	82750	3.68792	neutral	82625.0	82750	Jean-Talon
chrref|NC_001133|	82750	83000	3.99686	neutral	82875.0	83000	Jean-Talon
chrref|NC_001133|	83000	83250	4.17806	neutral	83125.0	83250	Jean-Talon
chrref|NC_001133|	83250	83500	3.86999	neutral	83375.0	83500	Jean-Talon
chrref|NC_001133|	83500	83750	3.74173	neutral	83625.0	83750	Jean-Talon
chrref|NC_001133|	83750	84000	3.82853	neutral	83875.0	84000	Jean-Talon
chrref|NC_001133|	84000	84250	4.81276	neutral	84125.0	84250	Jean-Talon
chrref|NC_001133|	84250	84500	4.31087	neutral	84375.0	84500	Jean-Talon
chrref|NC_001133|	84500	84750	3.89834	neutral	84625.0	84750	Jean-Talon
chrref|NC_001133|	84750	85000	3.61371	neutral	84875.0	85000	Jean-Talon
